name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Taillow,284,229,174,174,174,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/taillow.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/taillow.jpg
Swellow,324,295,240,273,218,383,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swellow.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swellow.jpg
Wingull,284,174,174,229,174,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/wingull.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/wingull.jpg
Pelipper,324,218,328,317,262,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pelipper.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pelipper.jpg
Ralts,260,163,163,207,185,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ralts.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ralts.jpg
Kirlia,280,185,185,251,229,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/kirlia.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/kirlia.jpg
Gardevoir,340,251,251,383,361,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gardevoir.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gardevoir.jpg
Surskit,284,174,179,218,223,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/surskit.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/surskit.jpg
Masquerain,344,240,245,328,289,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/masquerain.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/masquerain.jpg
Shroomish,324,196,240,196,240,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shroomish.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shroomish.jpg
Breloom,324,394,284,240,240,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/breloom.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/breloom.jpg
Slakoth,324,240,240,185,185,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/slakoth.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/slakoth.jpg
Vigoroth,364,284,284,229,229,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/vigoroth.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/vigoroth.jpg
Slaking,504,460,328,317,251,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/slaking.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/slaking.jpg
Nincada,266,207,306,174,174,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/nincada.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/nincada.jpg
Ninjask,326,306,207,218,218,460,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ninjask.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ninjask.jpg
Shedinja,1,306,207,174,174,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shedinja.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shedinja.jpg
Whismur,332,221,159,221,159,170,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/whismur.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/whismur.jpg
Loudred,372,265,203,265,203,214,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/loudred.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/loudred.jpg
Exploud,412,309,247,309,269,258,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/exploud.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/exploud.jpg
Makuhita,348,240,174,152,174,163,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/makuhita.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/makuhita.jpg
Hariyama,492,372,240,196,240,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hariyama.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hariyama.jpg
Azurill,304,152,196,152,196,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/azurill.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/azurill.jpg
Nosepass,264,207,405,207,306,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/nosepass.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/nosepass.jpg
Skitty,304,207,207,185,185,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/skitty.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/skitty.jpg
Delcatty,344,251,251,229,229,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/delcatty.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/delcatty.jpg
Sableye,304,273,273,251,251,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sableye.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sableye.jpg
Sableye mega,304,295,383,295,361,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sableye-mega.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sableye-mega.jpg
Mawile,304,295,295,229,229,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mawile.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mawile.jpg
Aron,304,262,328,196,196,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/aron.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/aron.jpg
Lairon,324,306,416,218,218,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lairon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lairon.jpg
Aggron,344,350,504,240,240,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/aggron.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/aggron.jpg
Aggron mega,344,416,614,240,284,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/aggron-mega.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/aggron-mega.jpg
Meditite,264,196,229,196,229,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/meditite.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/meditite.jpg
Medicham,324,240,273,240,273,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/medicham.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/medicham.jpg
Medicham mega,324,328,295,284,295,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/medicham-mega.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/medicham-mega.jpg
Electrike,284,207,196,251,196,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/electrike.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/electrike.jpg
Manectric,344,273,240,339,240,339,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/manectric.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/manectric.jpg
Mnectric mega,344,273,284,405,284,405,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/manectric-mega.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/manectric-mega.jpg
Plusle,324,218,196,295,273,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/plusle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/plusle.jpg
Minun,324,196,218,273,295,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/minun.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/minun.jpg
Volbeat,334,269,273,212,295,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/volbeat.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/volbeat.jpg
Illumise,334,212,273,269,295,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/illumise.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/illumise.jpg
Roselia,304,240,207,328,284,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/roselia.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/roselia.jpg
Gulpin,344,203,225,203,225,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gulpin.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gulpin.jpg
Swalot,404,269,291,269,291,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swalot.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swalot.jpg
Carvanha,294,306,152,251,152,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/carvanha.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/carvanha.jpg
